5,0,0,1,6,LOW
5,0,0,1,6,LOW
5,0,0,1,6,LOW
4,0,1,2,7,LOW
4,0,1,2,7,LOW
4,0,1,1,6,LOW
4,0,1,0,5,LOW
4,0,1,1,6,LOW
3,0,1,1,5,LOW
4,0,0,1,5,LOW
4,0,0,1,5,LOW
4,0,1,1,6,LOW
4,0,0,1,5,LOW
4,0,0,1,5,LOW
4,0,0,1,5,LOW
3,0,0,2,5,LOW
4,0,0,2,6,LOW
5,0,1,2,8,LOW
3,0,1,2,6,LOW
4,0,1,2,7,LOW
4,0,0,2,6,LOW
4,0,1,2,7,LOW
4,0,0,2,6,LOW
4,0,0,1,5,LOW
4,0,0,1,5,LOW
4,0,0,1,5,LOW
4,0,0,1,5,LOW
3,0,1,1,5,LOW
3,0,1,1,5,LOW
3,0,1,2,6,LOW
3,0,0,1,4,LOW
3,0,1,1,5,LOW
3,0,1,1,5,LOW
3,0,1,1,5,LOW
3,0,1,1,5,LOW
3,0,1,1,5,LOW
3,0,0,1,4,LOW
3,0,1,1,5,LOW
3,0,1,1,5,LOW
3,0,1,1,5,LOW
3,0,0,1,4,LOW
3,0,1,1,5,LOW
3,0,0,1,4,LOW
3,0,0,1,4,LOW
3,0,1,1,5,LOW
3,0,0,1,4,LOW
3,0,0,1,4,LOW
3,0,0,1,4,LOW
4,0,1,1,6,LOW
4,0,1,1,6,LOW
4,0,1,1,6,LOW
4,0,0,1,5,LOW
4,0,1,1,6,LOW
4,0,0,1,5,LOW
4,0,0,1,5,LOW
4,0,1,1,6,LOW
4,0,1,2,7,LOW
5,0,0,1,6,LOW
4,0,0,2,6,LOW
6,0,0,2,8,LOW
4,0,1,2,7,LOW
4,0,1,2,7,LOW
4,0,1,2,7,LOW
4,0,2,1,7,LOW
4,0,2,1,7,LOW
4,0,1,2,7,LOW
5,0,2,1,8,LOW
4,0,1,2,7,LOW
3,0,2,2,7,LOW
3,0,1,1,5,LOW
5,0,0,1,6,LOW
5,0,0,1,6,LOW
6,0,0,1,7,LOW
5,0,0,1,6,LOW
4,0,1,1,6,LOW
5,0,1,0,6,LOW
5,0,1,0,6,LOW
5,0,0,0,5,LOW
4,0,1,0,5,LOW
5,0,0,0,5,LOW
4,0,0,0,4,LOW
5,0,0,0,5,LOW
5,0,0,1,6,LOW
5,0,0,1,6,LOW
5,0,0,1,6,LOW
5,0,0,1,6,LOW
5,0,0,1,6,LOW
5,0,0,1,6,LOW
5,0,0,1,6,LOW
5,0,0,1,6,LOW
6,0,0,1,7,LOW
5,0,0,1,6,LOW
5,0,0,1,6,LOW
5,0,0,1,6,LOW
5,0,0,0,5,LOW
6,0,0,0,6,LOW
6,0,0,0,6,LOW
5,0,0,0,5,LOW
6,0,0,0,6,LOW
5,0,0,0,5,LOW
6,0,0,0,6,LOW
6,0,0,0,6,LOW
6,0,0,0,6,LOW
4,0,0,0,4,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
5,0,0,0,5,LOW
3,0,0,0,3,LOW
4,0,0,0,4,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
4,0,0,0,4,LOW
3,0,0,0,3,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,1,6,LOW
4,0,0,0,4,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,1,6,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
5,0,0,0,5,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,1,5,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,1,5,LOW
5,0,0,1,6,LOW
5,0,0,1,6,LOW
5,0,0,1,6,LOW
4,0,0,1,5,LOW
4,0,0,1,5,LOW
5,0,0,1,6,LOW
5,0,0,0,5,LOW
5,0,0,1,6,LOW
5,0,0,1,6,LOW
5,0,0,1,6,LOW
5,0,0,0,5,LOW
5,0,0,1,6,LOW
5,0,0,0,5,LOW
5,0,0,1,6,LOW
5,0,0,1,6,LOW
5,0,0,0,5,LOW
5,0,0,1,6,LOW
4,0,0,1,5,LOW
6,0,0,0,6,LOW
7,0,0,0,7,LOW
7,0,0,0,7,LOW
5,0,0,1,6,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
6,0,0,0,6,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
5,0,0,0,5,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,1,0,4,LOW
3,0,1,0,4,LOW
4,0,0,0,4,LOW
4,0,1,0,5,LOW
4,0,1,0,5,LOW
4,0,1,0,5,LOW
3,0,1,0,4,LOW
3,0,1,0,4,LOW
3,0,1,0,4,LOW
4,0,1,0,5,LOW
4,0,1,0,5,LOW
4,0,1,0,5,LOW
3,0,1,0,4,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,1,0,4,LOW
3,0,1,0,4,LOW
3,0,1,0,4,LOW
3,0,1,0,4,LOW
3,0,1,0,4,LOW
3,0,2,0,5,LOW
3,0,1,0,4,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,1,0,5,LOW
4,0,1,0,5,LOW
4,0,1,0,5,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,1,0,5,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,1,5,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
3,0,1,0,4,LOW
3,0,1,1,5,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
5,0,0,0,5,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
4,0,0,0,4,LOW
4,0,0,0,4,LOW
3,0,0,0,3,LOW
3,0,0,0,3,LOW
2,0,1,0,3,LOW
3,0,1,0,4,LOW
4,0,1,0,5,LOW
4,0,1,0,5,LOW
3,0,1,0,4,LOW
3,0,1,0,4,LOW
3,0,1,0,4,LOW
3,0,1,0,4,LOW
3,0,1,0,4,LOW
3,0,1,1,5,LOW
3,0,1,1,5,LOW
3,0,1,1,5,LOW
3,0,0,1,4,LOW
2,0,0,1,3,LOW
3,0,1,1,5,LOW
2,0,0,1,3,LOW
3,0,0,2,5,LOW
3,0,1,2,6,LOW
4,0,1,2,7,LOW
3,0,1,2,6,LOW
4,0,1,1,6,LOW
4,0,1,1,6,LOW
4,0,1,0,5,LOW
3,0,1,0,4,LOW
3,0,1,1,5,LOW
3,0,1,0,4,LOW
3,0,1,0,4,LOW
3,0,0,1,4,LOW
3,0,1,0,4,LOW
3,0,1,0,4,LOW
4,0,1,1,6,LOW
5,0,1,1,7,LOW
4,0,1,1,6,LOW
4,0,1,1,6,LOW
5,0,1,0,6,LOW
4,0,1,0,5,LOW
3,0,1,0,4,LOW
4,0,1,0,5,LOW
4,0,1,0,5,LOW
4,0,1,0,5,LOW
3,0,1,1,5,LOW
3,0,1,0,4,LOW
3,0,1,0,4,LOW
3,0,1,0,4,LOW
3,0,1,0,4,LOW
3,0,1,0,4,LOW
2,0,1,0,3,LOW
2,0,1,0,3,LOW
3,0,1,0,4,LOW
3,0,1,0,4,LOW
3,0,1,0,4,LOW
4,0,1,0,5,LOW
3,0,1,0,4,LOW
